transcript_id	gene_id	gene_name
CEP52_002192-T1_mrna	gene-CEP52_002192	CEP52_002192
CEP52_002193-T1_mrna	gene-CEP52_002193	CEP52_002193
CEP52_002194-T1_mrna	gene-CEP52_002194	CEP52_002194
CEP52_002195-T1_mrna	gene-CEP52_002195	CEP52_002195
CEP52_002196-T1_mrna	gene-CEP52_002196	CEP52_002196
CEP52_002197-T1_mrna	gene-CEP52_002197	CEP52_002197
CEP52_002198-T1_mrna	gene-CEP52_002198	CEP52_002198
CEP52_002199-T1_mrna	gene-CEP52_002199	CEP52_002199
CEP52_002200-T1_mrna	gene-CEP52_002200	CEP52_002200
CEP52_002201-T1_mrna	gene-CEP52_002201	CEP52_002201
CEP52_002202-T1_mrna	gene-CEP52_002202	CEP52_002202
CEP52_002203-T1_mrna	gene-CEP52_002203	CEP52_002203
CEP52_002204-T1_mrna	gene-CEP52_002204	CEP52_002204
CEP52_002205-T1_mrna	gene-CEP52_002205	CEP52_002205
CEP52_002206-T1_mrna	gene-CEP52_002206	CEP52_002206
CEP52_002207-T1_mrna	gene-CEP52_002207	CEP52_002207
CEP52_002208-T1_mrna	gene-CEP52_002208	CEP52_002208
CEP52_002209-T1_mrna	gene-CEP52_002209	CEP52_002209
CEP52_002210-T1_mrna	gene-CEP52_002210	CEP52_002210
CEP52_002211-T1_mrna	gene-CEP52_002211	CEP52_002211
CEP52_002212-T1_mrna	gene-CEP52_002212	CEP52_002212
CEP52_002213-T1_mrna	gene-CEP52_002213	CEP52_002213
CEP52_002214-T1_mrna	gene-CEP52_002214	CEP52_002214
CEP52_002216-T1_mrna	gene-CEP52_002216	CEP52_002216
CEP52_002217-T1_mrna	gene-CEP52_002217	CEP52_002217
CEP52_002218-T1_mrna	gene-CEP52_002218	CEP52_002218
CEP52_002219-T1_mrna	gene-CEP52_002219	CEP52_002219
CEP52_002221-T1_mrna	gene-CEP52_002221	CEP52_002221
CEP52_002222-T1_mrna	gene-CEP52_002222	CEP52_002222
CEP52_002223-T1_mrna	gene-CEP52_002223	CEP52_002223
CEP52_002224-T1_mrna	gene-CEP52_002224	CEP52_002224
CEP52_002225-T1_mrna	gene-CEP52_002225	CEP52_002225
CEP52_002226-T1_mrna	gene-CEP52_002226	CEP52_002226
CEP52_002227-T1_mrna	gene-CEP52_002227	CEP52_002227
CEP52_002228-T1_mrna	gene-CEP52_002228	CEP52_002228
CEP52_002229-T1_mrna	gene-CEP52_002229	CEP52_002229
CEP52_002230-T1_mrna	gene-CEP52_002230	CEP52_002230
CEP52_002231-T1_mrna	gene-CEP52_002231	CEP52_002231
CEP52_002232-T1_mrna	gene-CEP52_002232	CEP52_002232
CEP52_002233-T1_mrna	gene-CEP52_002233	CEP52_002233
CEP52_002234-T1_mrna	gene-CEP52_002234	CEP52_002234
CEP52_002235-T1_mrna	gene-CEP52_002235	CEP52_002235
CEP52_002236-T1_mrna	gene-CEP52_002236	CEP52_002236
CEP52_002237-T1_mrna	gene-CEP52_002237	CEP52_002237
CEP52_002238-T1_mrna	gene-CEP52_002238	CEP52_002238
CEP52_002239-T1_mrna	gene-CEP52_002239	CEP52_002239
CEP52_002240-T1_mrna	gene-CEP52_002240	CEP52_002240
CEP52_002241-T1_mrna	gene-CEP52_002241	CEP52_002241
CEP52_002242-T1_mrna	gene-CEP52_002242	CEP52_002242
CEP52_002243-T1_mrna	gene-CEP52_002243	CEP52_002243
CEP52_002244-T1_mrna	gene-CEP52_002244	CEP52_002244
CEP52_002245-T1_mrna	gene-CEP52_002245	CEP52_002245
CEP52_002246-T1_mrna	gene-CEP52_002246	CEP52_002246
CEP52_002247-T1_mrna	gene-CEP52_002247	CEP52_002247
CEP52_002248-T1_mrna	gene-CEP52_002248	CEP52_002248
CEP52_002249-T1_mrna	gene-CEP52_002249	CEP52_002249
CEP52_002250-T1_mrna	gene-CEP52_002250	CEP52_002250
CEP52_002251-T1_mrna	gene-CEP52_002251	CEP52_002251
CEP52_002252-T1_mrna	gene-CEP52_002252	CEP52_002252
CEP52_002253-T1_mrna	gene-CEP52_002253	CEP52_002253
CEP52_002254-T1_mrna	gene-CEP52_002254	CEP52_002254
CEP52_002255-T1_mrna	gene-CEP52_002255	CEP52_002255
CEP52_002256-T1_mrna	gene-CEP52_002256	CEP52_002256
CEP52_002257-T1_mrna	gene-CEP52_002257	CEP52_002257
CEP52_002258-T1_mrna	gene-CEP52_002258	CEP52_002258
CEP52_002259-T1_mrna	gene-CEP52_002259	CEP52_002259
CEP52_002260-T1_mrna	gene-CEP52_002260	CEP52_002260
CEP52_002261-T1_mrna	gene-CEP52_002261	CEP52_002261
CEP52_002262-T1_mrna	gene-CEP52_002262	CEP52_002262
CEP52_002263-T1_mrna	gene-CEP52_002263	CEP52_002263
CEP52_002264-T1_mrna	gene-CEP52_002264	CEP52_002264
CEP52_002265-T1_mrna	gene-CEP52_002265	CEP52_002265
CEP52_002266-T1_mrna	gene-CEP52_002266	CEP52_002266
CEP52_002267-T1_mrna	gene-CEP52_002267	CEP52_002267
CEP52_002268-T1_mrna	gene-CEP52_002268	CEP52_002268
CEP52_002269-T1_mrna	gene-CEP52_002269	CEP52_002269
CEP52_002270-T1_mrna	gene-CEP52_002270	CEP52_002270
CEP52_002271-T1_mrna	gene-CEP52_002271	CEP52_002271
CEP52_002272-T1_mrna	gene-CEP52_002272	CEP52_002272
CEP52_002273-T1_mrna	gene-CEP52_002273	CEP52_002273
CEP52_002274-T1_mrna	gene-CEP52_002274	CEP52_002274
CEP52_002275-T1_mrna	gene-CEP52_002275	CEP52_002275
CEP52_002276-T1_mrna	gene-CEP52_002276	CEP52_002276
CEP52_002277-T1_mrna	gene-CEP52_002277	CEP52_002277
CEP52_002278-T1_mrna	gene-CEP52_002278	CEP52_002278
CEP52_002279-T1_mrna	gene-CEP52_002279	CEP52_002279
CEP52_010580-T1_mrna	gene-CEP52_010580	CEP52_010580
CEP52_010581-T1_mrna	gene-CEP52_010581	CEP52_010581
CEP52_010582-T1_mrna	gene-CEP52_010582	CEP52_010582
CEP52_010583-T1_mrna	gene-CEP52_010583	CEP52_010583
CEP52_010584-T1_mrna	gene-CEP52_010584	CEP52_010584
CEP52_010585-T1_mrna	gene-CEP52_010585	CEP52_010585
CEP52_010586-T1_mrna	gene-CEP52_010586	CEP52_010586
CEP52_010587-T1_mrna	gene-CEP52_010587	CEP52_010587
CEP52_010588-T1_mrna	gene-CEP52_010588	CEP52_010588
CEP52_010589-T1_mrna	gene-CEP52_010589	CEP52_010589
CEP52_010590-T1_mrna	gene-CEP52_010590	CEP52_010590
CEP52_010591-T1_mrna	gene-CEP52_010591	CEP52_010591
CEP52_010592-T1_mrna	gene-CEP52_010592	CEP52_010592
CEP52_010593-T1_mrna	gene-CEP52_010593	CEP52_010593
CEP52_010594-T1_mrna	gene-CEP52_010594	CEP52_010594
CEP52_010595-T1_mrna	gene-CEP52_010595	CEP52_010595
CEP52_010596-T1_mrna	gene-CEP52_010596	CEP52_010596
CEP52_010597-T1_mrna	gene-CEP52_010597	CEP52_010597
CEP52_010598-T1_mrna	gene-CEP52_010598	CEP52_010598
CEP52_010599-T1_mrna	gene-CEP52_010599	CEP52_010599
CEP52_010600-T1_mrna	gene-CEP52_010600	CEP52_010600
CEP52_010601-T1_mrna	gene-CEP52_010601	CEP52_010601
CEP52_010602-T1_mrna	gene-CEP52_010602	CEP52_010602
CEP52_010603-T1_mrna	gene-CEP52_010603	CEP52_010603
CEP52_010604-T1_mrna	gene-CEP52_010604	CEP52_010604
CEP52_010605-T1_mrna	gene-CEP52_010605	CEP52_010605
CEP52_010606-T1_mrna	gene-CEP52_010606	CEP52_010606
CEP52_010607-T1_mrna	gene-CEP52_010607	CEP52_010607
CEP52_010608-T1_mrna	gene-CEP52_010608	CEP52_010608
CEP52_010609-T1_mrna	gene-CEP52_010609	CEP52_010609
CEP52_010610-T1_mrna	gene-CEP52_010610	CEP52_010610
CEP52_010611-T1_mrna	gene-CEP52_010611	CEP52_010611
CEP52_010612-T1_mrna	gene-CEP52_010612	CEP52_010612
CEP52_010613-T1_mrna	gene-CEP52_010613	CEP52_010613
CEP52_010615-T1_mrna	gene-CEP52_010615	CEP52_010615
CEP52_010616-T1_mrna	gene-CEP52_010616	CEP52_010616
CEP52_010617-T1_mrna	gene-CEP52_010617	CEP52_010617
CEP52_010618-T1_mrna	gene-CEP52_010618	CEP52_010618
CEP52_010619-T1_mrna	gene-CEP52_010619	CEP52_010619
CEP52_010620-T1_mrna	gene-CEP52_010620	CEP52_010620
CEP52_010621-T1_mrna	gene-CEP52_010621	CEP52_010621
CEP52_010622-T1_mrna	gene-CEP52_010622	CEP52_010622
CEP52_010623-T1_mrna	gene-CEP52_010623	CEP52_010623
CEP52_010624-T1_mrna	gene-CEP52_010624	CEP52_010624
CEP52_010625-T1_mrna	gene-CEP52_010625	CEP52_010625
CEP52_010626-T1_mrna	gene-CEP52_010626	CEP52_010626
CEP52_010627-T1_mrna	gene-CEP52_010627	CEP52_010627
CEP52_010628-T1_mrna	gene-CEP52_010628	CEP52_010628
CEP52_010629-T1_mrna	gene-CEP52_010629	CEP52_010629
CEP52_010630-T1_mrna	gene-CEP52_010630	CEP52_010630
CEP52_010631-T1_mrna	gene-CEP52_010631	CEP52_010631
CEP52_010632-T1_mrna	gene-CEP52_010632	CEP52_010632
CEP52_010633-T1_mrna	gene-CEP52_010633	CEP52_010633
CEP52_010634-T1_mrna	gene-CEP52_010634	CEP52_010634
CEP52_010635-T1_mrna	gene-CEP52_010635	CEP52_010635
CEP52_010636-T1_mrna	gene-CEP52_010636	CEP52_010636
CEP52_010637-T1_mrna	gene-CEP52_010637	CEP52_010637
CEP52_010638-T1_mrna	gene-CEP52_010638	CEP52_010638
CEP52_010639-T1_mrna	gene-CEP52_010639	CEP52_010639
CEP52_010640-T1_mrna	gene-CEP52_010640	CEP52_010640
CEP52_010641-T1_mrna	gene-CEP52_010641	CEP52_010641
CEP52_010642-T1_mrna	gene-CEP52_010642	CEP52_010642
CEP52_010643-T1_mrna	gene-CEP52_010643	CEP52_010643
CEP52_010644-T1_mrna	gene-CEP52_010644	CEP52_010644
CEP52_010645-T1_mrna	gene-CEP52_010645	CEP52_010645
CEP52_010646-T1_mrna	gene-CEP52_010646	CEP52_010646
CEP52_010647-T1_mrna	gene-CEP52_010647	CEP52_010647
CEP52_010648-T1_mrna	gene-CEP52_010648	CEP52_010648
CEP52_010649-T1_mrna	gene-CEP52_010649	CEP52_010649
CEP52_010650-T1_mrna	gene-CEP52_010650	CEP52_010650
CEP52_010651-T1_mrna	gene-CEP52_010651	CEP52_010651
CEP52_010652-T1_mrna	gene-CEP52_010652	CEP52_010652
CEP52_010653-T1_mrna	gene-CEP52_010653	CEP52_010653
CEP52_010655-T1_mrna	gene-CEP52_010655	CEP52_010655
CEP52_010656-T1_mrna	gene-CEP52_010656	CEP52_010656
CEP52_010657-T1_mrna	gene-CEP52_010657	CEP52_010657
CEP52_010658-T1_mrna	gene-CEP52_010658	CEP52_010658
CEP52_010659-T1_mrna	gene-CEP52_010659	CEP52_010659
CEP52_010660-T1_mrna	gene-CEP52_010660	CEP52_010660
CEP52_010661-T1_mrna	gene-CEP52_010661	CEP52_010661
CEP52_010662-T1_mrna	gene-CEP52_010662	CEP52_010662
CEP52_010663-T1_mrna	gene-CEP52_010663	CEP52_010663
CEP52_010664-T1_mrna	gene-CEP52_010664	CEP52_010664
CEP52_010665-T1_mrna	gene-CEP52_010665	CEP52_010665
CEP52_010666-T1_mrna	gene-CEP52_010666	CEP52_010666
CEP52_010667-T1_mrna	gene-CEP52_010667	CEP52_010667
CEP52_010668-T1_mrna	gene-CEP52_010668	CEP52_010668
CEP52_010669-T1_mrna	gene-CEP52_010669	CEP52_010669
CEP52_010670-T1_mrna	gene-CEP52_010670	CEP52_010670
CEP52_010671-T1_mrna	gene-CEP52_010671	CEP52_010671
CEP52_010672-T1_mrna	gene-CEP52_010672	CEP52_010672
CEP52_010673-T1_mrna	gene-CEP52_010673	CEP52_010673
CEP52_010674-T1_mrna	gene-CEP52_010674	CEP52_010674
CEP52_010675-T1_mrna	gene-CEP52_010675	CEP52_010675
CEP52_010676-T1_mrna	gene-CEP52_010676	CEP52_010676
CEP52_010677-T1_mrna	gene-CEP52_010677	CEP52_010677
CEP52_010678-T1_mrna	gene-CEP52_010678	CEP52_010678
CEP52_010679-T1_mrna	gene-CEP52_010679	CEP52_010679
CEP52_010680-T1_mrna	gene-CEP52_010680	CEP52_010680
CEP52_010681-T1_mrna	gene-CEP52_010681	CEP52_010681
CEP52_010682-T1_mrna	gene-CEP52_010682	CEP52_010682
CEP52_010683-T1_mrna	gene-CEP52_010683	CEP52_010683
CEP52_010684-T1_mrna	gene-CEP52_010684	CEP52_010684
CEP52_010685-T1_mrna	gene-CEP52_010685	CEP52_010685
CEP52_010686-T1_mrna	gene-CEP52_010686	CEP52_010686
CEP52_010687-T1_mrna	gene-CEP52_010687	CEP52_010687
CEP52_010688-T1_mrna	gene-CEP52_010688	CEP52_010688
CEP52_010689-T1_mrna	gene-CEP52_010689	CEP52_010689
CEP52_010690-T1_mrna	gene-CEP52_010690	CEP52_010690
CEP52_010691-T1_mrna	gene-CEP52_010691	CEP52_010691
CEP52_010692-T1_mrna	gene-CEP52_010692	CEP52_010692
CEP52_010693-T1_mrna	gene-CEP52_010693	CEP52_010693
CEP52_010694-T1_mrna	gene-CEP52_010694	CEP52_010694
CEP52_010695-T1_mrna	gene-CEP52_010695	CEP52_010695
CEP52_010696-T1_mrna	gene-CEP52_010696	CEP52_010696
CEP52_010697-T1_mrna	gene-CEP52_010697	CEP52_010697
CEP52_010698-T1_mrna	gene-CEP52_010698	CEP52_010698
CEP52_010699-T1_mrna	gene-CEP52_010699	CEP52_010699
CEP52_010700-T1_mrna	gene-CEP52_010700	CEP52_010700
CEP52_010701-T1_mrna	gene-CEP52_010701	CEP52_010701
CEP52_010702-T1_mrna	gene-CEP52_010702	CEP52_010702
CEP52_010703-T1_mrna	gene-CEP52_010703	CEP52_010703
CEP52_010704-T1_mrna	gene-CEP52_010704	CEP52_010704
CEP52_010705-T1_mrna	gene-CEP52_010705	CEP52_010705
CEP52_010706-T1_mrna	gene-CEP52_010706	CEP52_010706
CEP52_010707-T1_mrna	gene-CEP52_010707	CEP52_010707
CEP52_010708-T1_mrna	gene-CEP52_010708	CEP52_010708
CEP52_010709-T1_mrna	gene-CEP52_010709	CEP52_010709
CEP52_010710-T1_mrna	gene-CEP52_010710	CEP52_010710
CEP52_010711-T1_mrna	gene-CEP52_010711	CEP52_010711
CEP52_010712-T1_mrna	gene-CEP52_010712	CEP52_010712
CEP52_010713-T1_mrna	gene-CEP52_010713	CEP52_010713
CEP52_010714-T1_mrna	gene-CEP52_010714	CEP52_010714
CEP52_010715-T1_mrna	gene-CEP52_010715	CEP52_010715
CEP52_010716-T1_mrna	gene-CEP52_010716	CEP52_010716
CEP52_010717-T1_mrna	gene-CEP52_010717	CEP52_010717
CEP52_010718-T1_mrna	gene-CEP52_010718	CEP52_010718
CEP52_010719-T1_mrna	gene-CEP52_010719	CEP52_010719
CEP52_010720-T1_mrna	gene-CEP52_010720	CEP52_010720
CEP52_010721-T1_mrna	gene-CEP52_010721	CEP52_010721
CEP52_010722-T1_mrna	gene-CEP52_010722	CEP52_010722
CEP52_010723-T1_mrna	gene-CEP52_010723	CEP52_010723
CEP52_010724-T1_mrna	gene-CEP52_010724	CEP52_010724
CEP52_010725-T1_mrna	gene-CEP52_010725	CEP52_010725
CEP52_010726-T1_mrna	gene-CEP52_010726	CEP52_010726
CEP52_010727-T1_mrna	gene-CEP52_010727	CEP52_010727
CEP52_010728-T1_mrna	gene-CEP52_010728	CEP52_010728
CEP52_010729-T1_mrna	gene-CEP52_010729	CEP52_010729
CEP52_010730-T1_mrna	gene-CEP52_010730	CEP52_010730
CEP52_010731-T1_mrna	gene-CEP52_010731	CEP52_010731
CEP52_010732-T1_mrna	gene-CEP52_010732	CEP52_010732
CEP52_010733-T1_mrna	gene-CEP52_010733	CEP52_010733
CEP52_010734-T1_mrna	gene-CEP52_010734	CEP52_010734
CEP52_010735-T1_mrna	gene-CEP52_010735	CEP52_010735
CEP52_010736-T1_mrna	gene-CEP52_010736	CEP52_010736
CEP52_010737-T1_mrna	gene-CEP52_010737	CEP52_010737
CEP52_010738-T1_mrna	gene-CEP52_010738	CEP52_010738
CEP52_010739-T1_mrna	gene-CEP52_010739	CEP52_010739
CEP52_010740-T1_mrna	gene-CEP52_010740	CEP52_010740
CEP52_010741-T1_mrna	gene-CEP52_010741	CEP52_010741
CEP52_010742-T1_mrna	gene-CEP52_010742	CEP52_010742
CEP52_010743-T1_mrna	gene-CEP52_010743	CEP52_010743
CEP52_010744-T1_mrna	gene-CEP52_010744	CEP52_010744
CEP52_010745-T1_mrna	gene-CEP52_010745	CEP52_010745
CEP52_010746-T1_mrna	gene-CEP52_010746	CEP52_010746
CEP52_010747-T1_mrna	gene-CEP52_010747	CEP52_010747
CEP52_010748-T1_mrna	gene-CEP52_010748	CEP52_010748
CEP52_010749-T1_mrna	gene-CEP52_010749	CEP52_010749
CEP52_010750-T1_mrna	gene-CEP52_010750	CEP52_010750
CEP52_010751-T1_mrna	gene-CEP52_010751	CEP52_010751
CEP52_010752-T1_mrna	gene-CEP52_010752	CEP52_010752
CEP52_010753-T1_mrna	gene-CEP52_010753	CEP52_010753
CEP52_010754-T1_mrna	gene-CEP52_010754	CEP52_010754
CEP52_010755-T1_mrna	gene-CEP52_010755	CEP52_010755
CEP52_010756-T1_mrna	gene-CEP52_010756	CEP52_010756
CEP52_010757-T1_mrna	gene-CEP52_010757	CEP52_010757
CEP52_010758-T1_mrna	gene-CEP52_010758	CEP52_010758
CEP52_010759-T1_mrna	gene-CEP52_010759	CEP52_010759
CEP52_010760-T1_mrna	gene-CEP52_010760	CEP52_010760
CEP52_010761-T1_mrna	gene-CEP52_010761	CEP52_010761
CEP52_010762-T1_mrna	gene-CEP52_010762	CEP52_010762
CEP52_010763-T1_mrna	gene-CEP52_010763	CEP52_010763
CEP52_010764-T1_mrna	gene-CEP52_010764	CEP52_010764
CEP52_010765-T1_mrna	gene-CEP52_010765	CEP52_010765
CEP52_010766-T1_mrna	gene-CEP52_010766	CEP52_010766
CEP52_010767-T1_mrna	gene-CEP52_010767	CEP52_010767
CEP52_010768-T1_mrna	gene-CEP52_010768	CEP52_010768
CEP52_010769-T1_mrna	gene-CEP52_010769	CEP52_010769
CEP52_010770-T1_mrna	gene-CEP52_010770	CEP52_010770
CEP52_010771-T1_mrna	gene-CEP52_010771	CEP52_010771
CEP52_010772-T1_mrna	gene-CEP52_010772	CEP52_010772
CEP52_010773-T1_mrna	gene-CEP52_010773	CEP52_010773
CEP52_010774-T1_mrna	gene-CEP52_010774	CEP52_010774
CEP52_010775-T1_mrna	gene-CEP52_010775	CEP52_010775
CEP52_010776-T1_mrna	gene-CEP52_010776	CEP52_010776
CEP52_010777-T1_mrna	gene-CEP52_010777	CEP52_010777
CEP52_010778-T1_mrna	gene-CEP52_010778	CEP52_010778
CEP52_010779-T1_mrna	gene-CEP52_010779	CEP52_010779
CEP52_010780-T1_mrna	gene-CEP52_010780	CEP52_010780
CEP52_010781-T1_mrna	gene-CEP52_010781	CEP52_010781
CEP52_010782-T1_mrna	gene-CEP52_010782	CEP52_010782
CEP52_010783-T1_mrna	gene-CEP52_010783	CEP52_010783
CEP52_010784-T1_mrna	gene-CEP52_010784	CEP52_010784
CEP52_010785-T1_mrna	gene-CEP52_010785	CEP52_010785
CEP52_010786-T1_mrna	gene-CEP52_010786	CEP52_010786
CEP52_010787-T1_mrna	gene-CEP52_010787	CEP52_010787
CEP52_010788-T1_mrna	gene-CEP52_010788	CEP52_010788
CEP52_010789-T1_mrna	gene-CEP52_010789	CEP52_010789
CEP52_010790-T1_mrna	gene-CEP52_010790	CEP52_010790
CEP52_010791-T1_mrna	gene-CEP52_010791	CEP52_010791
CEP52_010792-T1_mrna	gene-CEP52_010792	CEP52_010792
CEP52_010793-T1_mrna	gene-CEP52_010793	CEP52_010793
CEP52_010794-T1_mrna	gene-CEP52_010794	CEP52_010794
CEP52_010795-T1_mrna	gene-CEP52_010795	CEP52_010795
CEP52_010796-T1_mrna	gene-CEP52_010796	CEP52_010796
CEP52_010797-T1_mrna	gene-CEP52_010797	CEP52_010797
CEP52_010798-T1_mrna	gene-CEP52_010798	CEP52_010798
CEP52_010799-T1_mrna	gene-CEP52_010799	CEP52_010799
CEP52_010800-T1_mrna	gene-CEP52_010800	CEP52_010800
CEP52_010801-T1_mrna	gene-CEP52_010801	CEP52_010801
CEP52_010802-T1_mrna	gene-CEP52_010802	CEP52_010802
CEP52_010803-T1_mrna	gene-CEP52_010803	CEP52_010803
CEP52_010804-T1_mrna	gene-CEP52_010804	CEP52_010804
CEP52_010805-T1_mrna	gene-CEP52_010805	CEP52_010805
CEP52_010806-T1_mrna	gene-CEP52_010806	CEP52_010806
CEP52_010807-T1_mrna	gene-CEP52_010807	CEP52_010807
CEP52_010808-T1_mrna	gene-CEP52_010808	CEP52_010808
CEP52_010809-T1_mrna	gene-CEP52_010809	CEP52_010809
CEP52_010810-T1_mrna	gene-CEP52_010810	CEP52_010810
CEP52_010811-T1_mrna	gene-CEP52_010811	CEP52_010811
CEP52_010812-T1_mrna	gene-CEP52_010812	CEP52_010812
CEP52_010813-T1_mrna	gene-CEP52_010813	CEP52_010813
CEP52_010814-T1_mrna	gene-CEP52_010814	CEP52_010814
CEP52_010815-T1_mrna	gene-CEP52_010815	CEP52_010815
CEP52_010816-T1_mrna	gene-CEP52_010816	CEP52_010816
CEP52_010817-T1_mrna	gene-CEP52_010817	CEP52_010817
CEP52_010818-T1_mrna	gene-CEP52_010818	CEP52_010818
CEP52_010819-T1_mrna	gene-CEP52_010819	CEP52_010819
CEP52_010820-T1_mrna	gene-CEP52_010820	CEP52_010820
CEP52_010821-T1_mrna	gene-CEP52_010821	CEP52_010821
CEP52_010822-T1_mrna	gene-CEP52_010822	CEP52_010822
CEP52_010823-T1_mrna	gene-CEP52_010823	CEP52_010823
CEP52_010824-T1_mrna	gene-CEP52_010824	CEP52_010824
CEP52_010825-T1_mrna	gene-CEP52_010825	CEP52_010825
CEP52_010826-T1_mrna	gene-CEP52_010826	CEP52_010826
CEP52_010827-T1_mrna	gene-CEP52_010827	CEP52_010827
CEP52_010828-T1_mrna	gene-CEP52_010828	CEP52_010828
CEP52_010829-T1_mrna	gene-CEP52_010829	CEP52_010829
CEP52_010830-T1_mrna	gene-CEP52_010830	CEP52_010830
CEP52_010831-T1_mrna	gene-CEP52_010831	CEP52_010831
CEP52_010832-T1_mrna	gene-CEP52_010832	CEP52_010832
CEP52_010833-T1_mrna	gene-CEP52_010833	CEP52_010833
CEP52_010834-T1_mrna	gene-CEP52_010834	CEP52_010834
CEP52_010835-T1_mrna	gene-CEP52_010835	CEP52_010835
CEP52_010836-T1_mrna	gene-CEP52_010836	CEP52_010836
CEP52_010837-T1_mrna	gene-CEP52_010837	CEP52_010837
CEP52_010838-T1_mrna	gene-CEP52_010838	CEP52_010838
CEP52_010839-T1_mrna	gene-CEP52_010839	CEP52_010839
CEP52_010840-T1_mrna	gene-CEP52_010840	CEP52_010840
CEP52_010841-T1_mrna	gene-CEP52_010841	CEP52_010841
CEP52_010842-T1_mrna	gene-CEP52_010842	CEP52_010842
CEP52_010843-T1_mrna	gene-CEP52_010843	CEP52_010843
CEP52_010844-T1_mrna	gene-CEP52_010844	CEP52_010844
CEP52_010845-T1_mrna	gene-CEP52_010845	CEP52_010845
CEP52_010846-T1_mrna	gene-CEP52_010846	CEP52_010846
CEP52_010847-T1_mrna	gene-CEP52_010847	CEP52_010847
CEP52_010848-T1_mrna	gene-CEP52_010848	CEP52_010848
CEP52_010849-T1_mrna	gene-CEP52_010849	CEP52_010849
CEP52_010850-T1_mrna	gene-CEP52_010850	CEP52_010850
CEP52_010851-T1_mrna	gene-CEP52_010851	CEP52_010851
CEP52_010852-T1_mrna	gene-CEP52_010852	CEP52_010852
CEP52_010853-T1_mrna	gene-CEP52_010853	CEP52_010853
CEP52_010854-T1_mrna	gene-CEP52_010854	CEP52_010854
CEP52_010855-T1_mrna	gene-CEP52_010855	CEP52_010855
CEP52_010856-T1_mrna	gene-CEP52_010856	CEP52_010856
CEP52_010857-T1_mrna	gene-CEP52_010857	CEP52_010857
CEP52_010858-T1_mrna	gene-CEP52_010858	CEP52_010858
CEP52_010859-T1_mrna	gene-CEP52_010859	CEP52_010859
CEP52_010860-T1_mrna	gene-CEP52_010860	CEP52_010860
CEP52_010861-T1_mrna	gene-CEP52_010861	CEP52_010861
CEP52_010862-T1_mrna	gene-CEP52_010862	CEP52_010862
CEP52_010863-T1_mrna	gene-CEP52_010863	CEP52_010863
CEP52_010864-T1_mrna	gene-CEP52_010864	CEP52_010864
CEP52_010865-T1_mrna	gene-CEP52_010865	CEP52_010865
CEP52_010866-T1_mrna	gene-CEP52_010866	CEP52_010866
CEP52_010867-T1_mrna	gene-CEP52_010867	CEP52_010867
CEP52_010868-T1_mrna	gene-CEP52_010868	CEP52_010868
CEP52_010869-T1_mrna	gene-CEP52_010869	CEP52_010869
CEP52_010870-T1_mrna	gene-CEP52_010870	CEP52_010870
CEP52_010871-T1_mrna	gene-CEP52_010871	CEP52_010871
CEP52_010872-T1_mrna	gene-CEP52_010872	CEP52_010872
CEP52_010873-T1_mrna	gene-CEP52_010873	CEP52_010873
CEP52_010874-T1_mrna	gene-CEP52_010874	CEP52_010874
CEP52_010875-T1_mrna	gene-CEP52_010875	CEP52_010875
CEP52_010876-T1_mrna	gene-CEP52_010876	CEP52_010876
CEP52_010877-T1_mrna	gene-CEP52_010877	CEP52_010877
CEP52_010878-T1_mrna	gene-CEP52_010878	CEP52_010878
CEP52_010879-T1_mrna	gene-CEP52_010879	CEP52_010879
CEP52_010880-T1_mrna	gene-CEP52_010880	CEP52_010880
CEP52_010881-T1_mrna	gene-CEP52_010881	CEP52_010881
CEP52_010882-T1_mrna	gene-CEP52_010882	CEP52_010882
CEP52_010883-T1_mrna	gene-CEP52_010883	CEP52_010883
CEP52_010884-T1_mrna	gene-CEP52_010884	CEP52_010884
CEP52_010885-T1_mrna	gene-CEP52_010885	CEP52_010885
CEP52_010886-T1_mrna	gene-CEP52_010886	CEP52_010886
CEP52_010887-T1_mrna	gene-CEP52_010887	CEP52_010887
CEP52_010888-T1_mrna	gene-CEP52_010888	CEP52_010888
CEP52_010889-T1_mrna	gene-CEP52_010889	CEP52_010889
CEP52_010890-T1_mrna	gene-CEP52_010890	CEP52_010890
CEP52_010891-T1_mrna	gene-CEP52_010891	CEP52_010891
CEP52_010892-T1_mrna	gene-CEP52_010892	CEP52_010892
CEP52_010893-T1_mrna	gene-CEP52_010893	CEP52_010893
CEP52_010894-T1_mrna	gene-CEP52_010894	CEP52_010894
CEP52_010895-T1_mrna	gene-CEP52_010895	CEP52_010895
CEP52_010896-T1_mrna	gene-CEP52_010896	CEP52_010896
CEP52_010897-T1_mrna	gene-CEP52_010897	CEP52_010897
CEP52_010898-T1_mrna	gene-CEP52_010898	CEP52_010898
CEP52_010899-T1_mrna	gene-CEP52_010899	CEP52_010899
CEP52_010900-T1_mrna	gene-CEP52_010900	CEP52_010900
CEP52_010901-T1_mrna	gene-CEP52_010901	CEP52_010901
CEP52_010902-T1_mrna	gene-CEP52_010902	CEP52_010902
CEP52_010903-T1_mrna	gene-CEP52_010903	CEP52_010903
CEP52_010904-T1_mrna	gene-CEP52_010904	CEP52_010904
CEP52_010905-T1_mrna	gene-CEP52_010905	CEP52_010905
CEP52_010906-T1_mrna	gene-CEP52_010906	CEP52_010906
