TRANSCRIPT	Mycangia_BH1	Mycangia_BH2	Mycangia_BH3	Mycangia_BH4	Mycangia_BH5	Mycangia_EF1	Mycangia_EF2	Mycangia_EF3	Mycangia_EF4	Mycangia_EP1	Mycangia_EP2	Mycangia_EP3	Mycangia_EP4	Mycangia_LP2	Mycangia_LP3	Mycangia_LP4
BHE90_012572	409.7655409134721	127.3200073552574	657.0265089198405	399.4353171929642	140.0082555109359	0	0	0	0	0	0	282.93334967834966	0	0	0	0
BHE90_012573	58.53793441621029	10.610000612938116	59.729682629076414	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_012575	117.07586883242058	84.88000490350493	59.729682629076414	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_012576	58.53793441621029	180.370010419948	298.6484131453821	0	70.00412775546795	0	0	0	0	0	0	0	0	0	0	89.34737358263675
BHE90_012577	29.268967208105146	31.83000183881435	179.18904788722924	0	0	0	0	0	0	0	0	0	0	0	0	178.6947471652735
BHE90_012578	0	42.44000245175246	59.729682629076414	0	70.00412775546795	0	0	0	0	0	0	0	0	0	0	268.04212074791025
BHE90_012579	234.15173766484116	233.42001348463856	328.51325445992023	0	122.50722357206892	848.8000490350489	0	0	0	0	0	0	0	0	0	0
BHE90_012581	526.8414097458926	477.4500275822152	836.2155568070698	818.8424002455765	595.0350859214776	0	563.6988798119086	1127.3977596238171	0	1932.6818736408302	0	0	0	0	0	893.4737358263675
BHE90_012582	58.53793441621029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_012583	58.53793441621029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_012585	58.53793441621029	84.88000490350493	298.6484131453821	0	227.51341520527086	0	0	0	0	0	0	0	0	0	0	0
BHE90_012586	87.80690162431544	159.15000919407174	179.18904788722924	39.943531719296416	70.00412775546795	848.8000490350489	0	0	0	0	0	0	0	0	0	89.34737358263675
BHE90_012587	58.53793441621029	21.22000122587623	0	0	70.00412775546795	0	0	0	0	0	0	0	0	0	0	0
BHE90_012589	175.6138032486309	63.6600036776287	59.729682629076414	39.943531719296416	70.00412775546795	0	0	0	0	0	0	0	0	0	0	178.6947471652735
BHE90_012590	351.2276064972618	615.3800355504108	806.3507154925315	599.1529757894463	17.501031938866987	848.8000490350489	0	0	0	0	0	282.93334967834966	0	0	0	536.0842414958205
BHE90_012591	526.8414097458926	679.0400392280394	866.080398121608	219.6894244561303	245.01444714413785	0	0	0	0	0	0	0	0	0	0	89.34737358263675
BHE90_012592	0	53.05000306469058	119.45936525815283	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_012593	321.9586392891566	244.0300140975767	895.9452394361463	219.6894244561303	175.01031938866987	848.8000490350489	0	0	0	0	0	0	0	0	0	357.389494330547
BHE90_012594	175.6138032486309	583.5500337115964	179.18904788722924	139.80236101753746	70.00412775546795	848.8000490350489	0	563.6988798119086	0	0	0	0	0	0	0	357.389494330547
BHE90_012595	58.53793441621029	148.5400085811336	238.91873051630566	119.83059515788925	245.01444714413785	1697.6000980700978	0	563.6988798119086	0	0	0	0	0	0	0	178.6947471652735
BHE90_012596	117.07586883242058	63.6600036776287	119.45936525815283	39.943531719296416	140.0082555109359	0	0	0	0	0	0	0	0	0	0	0
BHE90_012597	0	0	0	0	70.00412775546795	0	0	0	0	0	0	0	0	0	0	0
BHE90_012598	175.6138032486309	21.22000122587623	59.729682629076414	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_012600	0	21.22000122587623	59.729682629076414	0	35.002063877733974	0	0	0	0	0	0	0	0	0	0	0
BHE90_012601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178.6947471652735
BHE90_012602	58.53793441621029	63.6600036776287	179.18904788722924	39.943531719296416	35.002063877733974	0	0	0	0	0	188.6222331188998	0	0	0	0	0
BHE90_012603	0	21.22000122587623	358.3780957744585	0	105.00619163320194	3395.2001961401957	0	563.6988798119086	0	0	0	0	0	0	0	0
BHE90_012604	117.07586883242058	148.5400085811336	358.3780957744585	39.943531719296416	192.5113513275369	0	0	0	0	0	0	0	0	0	0	0
BHE90_012605	58.53793441621029	127.3200073552574	298.6484131453821	0	35.002063877733974	0	0	0	0	0	0	282.93334967834966	0	0	0	0
BHE90_012606	0	10.610000612938116	0	0	17.501031938866987	0	0	0	0	0	0	0	0	0	0	0
BHE90_012607	58.53793441621029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_012608	1346.372491572837	976.1200563903068	1015.4046046942991	1078.4753564210034	420.02476653280775	848.8000490350489	0	563.6988798119086	0	0	0	0	0	0	0	1072.168482991641
BHE90_012612	58.53793441621029	84.88000490350493	179.18904788722924	39.943531719296416	35.002063877733974	0	0	0	0	0	0	0	0	0	0	0
BHE90_012613	0	21.22000122587623	0	39.943531719296416	0	0	0	0	0	0	0	0	0	0	0	89.34737358263675
BHE90_012614	468.3034753296823	583.5500337115964	477.8374610326113	159.77412687718567	350.02063877733974	0	0	563.6988798119086	0	0	0	0	0	0	0	536.0842414958205
BHE90_012615	0	212.2000122587623	388.2429370889967	79.88706343859283	17.501031938866987	0	0	281.8494399059543	0	0	0	0	0	0	0	0
BHE90_012616	556.1103769539978	275.86001593639105	119.45936525815283	119.83059515788925	385.0227026550738	0	0	0	0	0	188.6222331188998	0	0	0	0	178.6947471652735
BHE90_012617	175.6138032486309	137.93000796819553	298.6484131453821	79.88706343859283	105.00619163320194	848.8000490350489	0	0	0	0	0	0	0	0	0	89.34737358263675
BHE90_012618	146.34483604052573	84.88000490350493	179.18904788722924	159.77412687718567	35.002063877733974	0	0	0	0	0	0	0	0	0	0	178.6947471652735
BHE90_012619	468.3034753296823	339.5200196140197	328.51325445992023	319.54825375437133	52.50309581660097	0	0	0	0	0	94.3111165594499	0	0	0	0	536.0842414958205
BHE90_012620	117.07586883242058	84.88000490350493	119.45936525815283	79.88706343859283	35.002063877733974	0	0	0	0	0	0	0	0	0	0	178.6947471652735
BHE90_012621	468.3034753296823	509.2800294210296	567.431984976226	239.6611903157785	262.51547908300483	848.8000490350489	0	563.6988798119086	0	0	0	0	0	0	0	357.389494330547
BHE90_012622	468.3034753296823	95.49000551644305	119.45936525815283	0	17.501031938866987	0	0	0	0	0	0	282.93334967834966	0	0	0	0
BHE90_012623	702.4552129945235	445.6200257434009	836.2155568070698	419.4070830526124	507.52992622714265	0	0	563.6988798119086	0	0	0	0	0	0	0	804.1263622437307
BHE90_012624	234.15173766484116	307.6900177752054	686.8913502343787	619.1247416490944	350.02063877733974	848.8000490350489	0	0	0	0	0	0	0	0	0	893.4737358263675
BHE90_012626	497.5724425377875	233.42001348463856	1045.2694460088371	139.80236101753746	367.5216707162068	848.8000490350489	0	0	0	0	0	282.93334967834966	0	0	0	0
BHE90_012629	526.8414097458926	212.2000122587623	477.8374610326113	319.54825375437133	175.01031938866987	848.8000490350489	0	0	0	0	0	0	0	0	0	0
BHE90_012630	234.15173766484116	244.0300140975767	119.45936525815283	119.83059515788925	0	0	0	0	0	0	94.3111165594499	0	0	0	0	0
BHE90_012632	58.53793441621029	21.22000122587623	0	0	0	0	0	563.6988798119086	0	0	0	0	0	0	0	0
BHE90_012633	2634.207048729463	3172.390183268497	2837.15992488113	1138.390653999948	3010.1774934851223	5941.600343245343	0	3664.042718777406	0	322.113645606805	188.6222331188998	1697.6000980700978	679.0400392280393	0	0	4378.0213055492
BHE90_012634	468.3034753296823	923.0700533256162	895.9452394361463	439.3788489122606	437.5257984716747	848.8000490350489	0	281.8494399059543	0	0	0	0	0	0	0	446.73686791318374
BHE90_012635	87.80690162431544	190.9800110328861	119.45936525815283	0	17.501031938866987	0	0	0	0	0	0	0	0	0	0	0
BHE90_012636	263.4207048729463	127.3200073552574	59.729682629076414	39.943531719296416	35.002063877733974	1697.6000980700978	0	0	0	0	0	0	0	0	0	0
BHE90_012637	439.0345081215772	159.15000919407174	447.97261971807313	738.9553368069837	595.0350859214776	424.40002451752446	0	563.6988798119086	0	0	282.9333496783497	0	0	0	0	357.389494330547
BHE90_012638	1170.7586883242059	1411.1300815207696	1642.5662722996012	399.4353171929642	665.0392136769456	1697.6000980700978	0	563.6988798119086	0	322.113645606805	0	0	0	0	0	2323.0317131485554
BHE90_012639	0	0	0	59.915297578944624	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_012640	819.5310818269442	912.460052712678	1314.053017839681	699.0118050876873	525.0309581660097	1697.6000980700978	0	563.6988798119086	0	0	0	0	0	0	0	178.6947471652735
BHE90_012641	731.7241802026286	498.67002880809144	746.6210328634552	279.60472203507493	210.01238326640387	0	563.6988798119086	0	0	0	0	0	0	0	0	178.6947471652735
BHE90_012642	351.2276064972618	180.370010419948	298.6484131453821	479.322380631557	262.51547908300483	0	0	563.6988798119086	0	0	0	0	0	0	0	357.389494330547
BHE90_012643	175.6138032486309	169.76000980700985	268.78357183084387	79.88706343859283	0	0	0	563.6988798119086	0	0	0	0	0	0	0	89.34737358263675
BHE90_012644	0	21.22000122587623	59.729682629076414	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_012645	0	0	59.729682629076414	39.943531719296416	35.002063877733974	0	0	0	0	0	0	0	0	0	0	0
BHE90_012650	117.07586883242058	127.3200073552574	119.45936525815283	79.88706343859283	140.0082555109359	0	0	0	0	0	0	0	0	0	0	0
BHE90_012652	175.6138032486309	190.9800110328861	238.91873051630566	79.88706343859283	140.0082555109359	0	0	563.6988798119086	0	0	0	0	0	0	0	0
BHE90_012653	468.3034753296823	106.10000612938116	1075.1342873233755	119.83059515788925	70.00412775546795	0	0	0	0	0	0	0	0	0	0	0
BHE90_012654	2341.5173766484118	2366.0301366852	2956.6192901392824	3015.7366448068797	1732.6021619478317	0	0	1691.096639435726	0	0	377.2444662377996	565.8666993566993	679.0400392280393	0	0	1161.5158565742777
BHE90_012656	0	95.49000551644305	0	39.943531719296416	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_012657	0	21.22000122587623	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_012658	0	0	0	0	35.002063877733974	0	0	0	0	0	0	0	0	0	0	0
BHE90_012660	409.7655409134721	275.86001593639105	238.91873051630566	39.943531719296416	70.00412775546795	0	0	563.6988798119086	0	0	0	565.8666993566993	0	0	0	178.6947471652735
BHE90_012661	409.7655409134721	403.18002329164847	716.756191548917	199.7176585964821	402.52373459394073	848.8000490350489	0	0	0	0	0	0	0	0	0	804.1263622437307
BHE90_012662	497.5724425377875	848.8000490350493	1045.2694460088371	898.7294636841694	332.5196068384728	0	563.6988798119086	0	311.0062785169151	0	0	565.8666993566993	0	0	0	0
BHE90_012663	321.9586392891566	774.5300447444824	955.6749220652226	39.943531719296416	227.51341520527086	0	0	0	0	0	188.6222331188998	0	0	0	0	178.6947471652735
BHE90_012664	526.8414097458926	190.9800110328861	388.2429370889967	219.6894244561303	210.01238326640387	0	0	563.6988798119086	0	0	0	0	0	0	0	178.6947471652735
BHE90_012665	175.6138032486309	350.13002022695787	149.32420657269105	119.83059515788925	227.51341520527086	0	0	0	0	0	0	282.93334967834966	0	0	0	178.6947471652735
BHE90_012666	1024.4138522836802	1029.1700594549975	1164.72881126699	479.322380631557	402.52373459394073	0	0	0	0	0	0	0	0	1127.3977596238174	0	89.34737358263675
BHE90_012667	234.15173766484116	615.3800355504108	657.0265089198405	39.943531719296416	175.01031938866987	0	563.6988798119086	0	0	644.22729121361	471.55558279724954	0	679.0400392280393	0	0	178.6947471652735
BHE90_012668	0	63.6600036776287	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_012669	117.07586883242058	21.22000122587623	59.729682629076414	19.971765859648208	140.0082555109359	0	0	0	0	0	0	0	0	0	0	0
BHE90_012670	643.9172785783132	668.4300386151014	1284.188176525143	119.83059515788925	70.00412775546795	1273.2000735525735	0	0	0	0	0	141.46667483917483	0	0	0	0
BHE90_012671	234.15173766484116	275.86001593639105	358.3780957744585	159.77412687718567	210.01238326640387	848.8000490350489	0	563.6988798119086	0	0	0	0	0	0	0	0
BHE90_012672	351.2276064972618	848.8000490350493	298.6484131453821	319.54825375437133	140.0082555109359	848.8000490350489	0	0	0	0	377.2444662377996	1131.7333987133986	0	0	0	893.4737358263675
BHE90_012673	0	0	0	0	17.501031938866987	0	0	563.6988798119086	0	0	0	0	0	0	0	0
BHE90_012676	0	0	0	0	140.0082555109359	0	0	0	0	0	0	0	0	0	0	0
BHE90_012679	0	21.22000122587623	119.45936525815283	39.943531719296416	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_003194	117.07586883242058	42.44000245175246	179.18904788722924	199.7176585964821	35.002063877733974	848.8000490350489	0	0	0	0	0	0	0	0	0	0
BHE90_003195	0	10.610000612938116	0	39.943531719296416	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_003197	0	21.22000122587623	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_003201	292.68967208105147	307.6900177752054	627.1616676053023	199.7176585964821	122.50722357206892	0	0	0	0	0	188.6222331188998	0	0	0	0	536.0842414958205
BHE90_003203	0	0	0	39.943531719296416	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_003209	0	42.44000245175246	0	0	35.002063877733974	0	0	0	0	0	0	0	0	0	0	0
BHE90_003212	0	0	59.729682629076414	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_003215	0	0	0	0	0	0	0	1127.3977596238171	0	644.22729121361	0	0	0	0	0	1697.600098070098
BHE90_003216	0	0	0	159.77412687718567	0	0	0	0	622.0125570338301	644.22729121361	471.55558279724954	1131.7333987133986	0	0	0	3841.9370640533803
BHE90_003221	0	42.44000245175246	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_003227	0	159.15000919407174	1403.6475417832958	79.88706343859283	157.5092874498029	0	0	0	0	0	0	707.3333741958742	0	0	0	714.778988661094
BHE90_003228	58.53793441621029	0	0	19.971765859648208	0	0	0	0	0	0	0	0	0	0	0	89.34737358263675
BHE90_003229	0	0	59.729682629076414	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_003230	0	84.88000490350493	119.45936525815283	0	0	0	0	0	0	0	0	1131.7333987133986	0	0	0	714.778988661094
BHE90_003231	29.268967208105146	106.10000612938116	119.45936525815283	119.83059515788925	35.002063877733974	0	0	0	0	0	0	0	0	0	0	0
BHE90_003233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178.6947471652735
BHE90_003235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	893.4737358263675
BHE90_003238	175.6138032486309	74.2700042905668	0	79.88706343859283	17.501031938866987	0	0	0	0	0	0	0	0	0	0	0
BHE90_003240	58.53793441621029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_003246	0	0	0	0	0	0	0	0	0	0	0	282.93334967834966	0	0	0	0
BHE90_003249	673.1862457864185	307.6900177752054	477.8374610326113	119.83059515788925	210.01238326640387	0	0	0	0	0	0	0	0	0	0	89.34737358263675
BHE90_003251	0	0	238.91873051630566	0	87.50515969433494	0	0	0	0	0	0	0	0	0	0	0
BHE90_003254	0	0	0	39.943531719296416	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_003257	0	0	0	79.88706343859283	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_003260	0	0	59.729682629076414	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_003266	0	0	0	0	35.002063877733974	0	0	0	0	0	0	0	0	0	0	0
BHE90_003268	175.6138032486309	148.5400085811336	119.45936525815283	39.943531719296416	35.002063877733974	0	0	563.6988798119086	0	0	0	141.46667483917483	0	0	0	0
BHE90_012683	117.07586883242058	31.83000183881435	59.729682629076414	0	70.00412775546795	0	0	0	0	0	0	0	0	0	0	0
BHE90_012684	146.34483604052573	148.5400085811336	59.729682629076414	0	105.00619163320194	0	0	0	0	0	0	0	0	0	0	0
BHE90_012685	0	0	0	0	35.002063877733974	0	0	0	0	0	0	0	0	0	0	1340.2106037395513
BHE90_012686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	893.4737358263675
BHE90_012687	58.53793441621029	63.6600036776287	716.756191548917	0	175.01031938866987	0	0	0	0	0	0	0	0	0	0	178.6947471652735
BHE90_012688	0	0	59.729682629076414	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_012689	0	0	59.729682629076414	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_012692	0	42.44000245175246	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_012694	0	42.44000245175246	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_012695	58.53793441621029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_012699	58.53793441621029	0	59.729682629076414	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_012705	321.9586392891566	169.76000980700985	149.32420657269105	119.83059515788925	70.00412775546795	0	0	0	0	0	0	0	679.0400392280393	0	0	0
BHE90_012706	87.80690162431544	21.22000122587623	0	199.7176585964821	35.002063877733974	0	0	0	0	0	0	0	0	0	0	178.6947471652735
BHE90_012707	175.6138032486309	201.59001164582423	149.32420657269105	99.85882929824105	70.00412775546795	1697.6000980700978	0	0	0	0	0	0	0	0	0	178.6947471652735
BHE90_012708	58.53793441621029	148.5400085811336	59.729682629076414	119.83059515788925	0	0	0	0	0	0	0	0	0	0	0	178.6947471652735
BHE90_012709	351.2276064972618	233.42001348463856	597.2968262907642	239.6611903157785	52.50309581660097	0	0	0	0	0	0	0	0	0	0	178.6947471652735
BHE90_012710	175.6138032486309	244.0300140975767	358.3780957744585	0	210.01238326640387	0	0	0	0	0	0	0	0	0	0	178.6947471652735
BHE90_012711	13932.02839105805	14482.650836660529	23204.981701396187	11024.414754525811	12985.765698639307	15278.400882630882	2536.644959153589	13810.622555391761	0	4831.704684102076	1414.6667483917488	707.3333741958742	679.0400392280393	1127.3977596238174	0	8488.000490350492
BHE90_012712	380.4965737053669	137.93000796819553	597.2968262907642	79.88706343859283	210.01238326640387	0	0	563.6988798119086	0	0	0	0	0	0	0	1072.168482991641
BHE90_012713	409.7655409134721	318.3000183881435	597.2968262907642	0	245.01444714413785	0	0	0	0	0	0	565.8666993566993	0	0	0	0
BHE90_012715	58.53793441621029	42.44000245175246	59.729682629076414	0	0	424.40002451752446	0	0	0	0	0	0	0	0	0	0
BHE90_012716	643.9172785783132	466.8400269692771	925.8100807506845	139.80236101753746	175.01031938866987	0	0	1127.3977596238171	0	0	0	141.46667483917483	0	0	0	357.389494330547
BHE90_012717	58.53793441621029	21.22000122587623	59.729682629076414	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_012718	58.53793441621029	74.2700042905668	59.729682629076414	0	87.50515969433494	0	0	0	0	0	0	0	0	0	0	0
BHE90_012719	87.80690162431544	84.88000490350493	298.6484131453821	39.943531719296416	70.00412775546795	848.8000490350489	0	0	0	0	0	282.93334967834966	0	0	0	178.6947471652735
BHE90_012720	58.53793441621029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_012721	58.53793441621029	169.76000980700985	238.91873051630566	39.943531719296416	35.002063877733974	0	0	0	0	0	0	0	0	0	0	268.04212074791025
BHE90_012722	0	63.6600036776287	0	79.88706343859283	52.50309581660097	0	0	0	0	0	0	0	0	0	0	0
BHE90_012723	263.4207048729463	763.9200441315444	1134.863969952452	339.52001961401953	297.5175429607388	0	0	0	0	0	188.6222331188998	0	0	0	0	0
BHE90_012724	292.68967208105147	212.2000122587623	119.45936525815283	279.60472203507493	157.5092874498029	0	0	0	0	0	0	0	0	0	0	0
BHE90_012725	117.07586883242058	63.6600036776287	238.91873051630566	0	35.002063877733974	0	0	0	0	0	0	0	0	0	0	0
BHE90_012726	263.4207048729463	95.49000551644305	238.91873051630566	299.57648789472313	175.01031938866987	0	0	0	0	0	0	0	0	0	0	0
BHE90_012727	1141.4897211161008	1559.670090101903	2000.94436807406	1318.1365467367818	945.0557246988175	848.8000490350489	0	0	0	644.22729121361	188.6222331188998	0	0	0	0	1161.5158565742777
BHE90_012728	58.53793441621029	148.5400085811336	238.91873051630566	0	70.00412775546795	0	0	281.8494399059543	0	0	0	282.93334967834966	0	0	0	89.34737358263675
BHE90_012729	234.15173766484116	42.44000245175246	298.6484131453821	179.74589273683387	210.01238326640387	0	0	0	0	0	188.6222331188998	0	0	0	0	178.6947471652735
BHE90_012730	0	63.6600036776287	59.729682629076414	0	0	0	0	563.6988798119086	0	0	0	0	0	0	0	0
BHE90_012731	760.9931474107339	859.4100496479874	866.080398121608	559.2094440701499	455.0268304105417	1273.2000735525735	0	0	0	0	94.3111165594499	141.46667483917483	0	0	0	536.0842414958205
BHE90_012732	58.53793441621029	21.22000122587623	0	0	0	0	0	0	0	0	0	0	0	0	0	178.6947471652735
BHE90_012733	58.53793441621029	21.22000122587623	179.18904788722924	39.943531719296416	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_012734	409.7655409134721	169.76000980700985	447.97261971807313	159.77412687718567	140.0082555109359	0	0	0	0	0	0	0	0	0	0	178.6947471652735
BHE90_012735	234.15173766484116	127.3200073552574	119.45936525815283	39.943531719296416	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_012736	58.53793441621029	53.05000306469058	0	39.943531719296416	140.0082555109359	0	0	0	0	0	0	0	0	0	0	0
BHE90_012738	1404.910425989047	1156.4900668102546	2807.2950835665915	758.927102666632	927.5546927599504	0	563.6988798119086	0	0	0	0	282.93334967834966	339.52001961401965	0	0	0
BHE90_012740	234.15173766484116	604.7700349374727	1194.5936525815284	259.63295617542667	402.52373459394073	848.8000490350489	0	563.6988798119086	0	644.22729121361	0	0	0	0	0	446.73686791318374
BHE90_012743	58.53793441621029	63.6600036776287	89.59452394361462	0	0	0	0	1127.3977596238171	0	0	0	0	0	0	0	0
BHE90_012753	0	10.610000612938116	59.729682629076414	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_012754	175.6138032486309	106.10000612938116	179.18904788722924	159.77412687718567	105.00619163320194	0	0	0	0	0	0	0	0	0	0	0
BHE90_012763	234.15173766484116	21.22000122587623	59.729682629076414	159.77412687718567	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_012764	0	21.22000122587623	59.729682629076414	79.88706343859283	105.00619163320194	0	0	0	0	0	0	0	0	0	0	0
BHE90_012765	58.53793441621029	21.22000122587623	119.45936525815283	119.83059515788925	210.01238326640387	0	0	0	0	0	0	0	0	0	0	0
BHE90_012766	0	0	0	0	70.00412775546795	0	0	0	0	0	0	0	0	0	0	0
BHE90_012772	175.6138032486309	84.88000490350493	895.9452394361463	79.88706343859283	280.0165110218718	0	0	0	0	0	0	0	0	0	0	0
BHE90_012773	351.2276064972618	318.3000183881435	776.4858741779934	199.7176585964821	192.5113513275369	0	0	0	0	0	0	0	0	0	0	0
BHE90_012775	292.68967208105147	318.3000183881435	268.78357183084387	199.7176585964821	385.0227026550738	0	0	563.6988798119086	0	644.22729121361	0	0	0	0	0	178.6947471652735
BHE90_012776	0	201.59001164582423	268.78357183084387	119.83059515788925	52.50309581660097	848.8000490350489	563.6988798119086	1127.3977596238171	0	0	0	1414.6667483917483	0	0	0	982.8211094090043
BHE90_012777	878.0690162431544	1326.2500766172645	1314.053017839681	778.8988685262801	717.5423094935466	848.8000490350489	563.6988798119086	0	0	0	377.2444662377996	848.8000490350489	0	0	0	357.389494330547
BHE90_012778	175.6138032486309	159.15000919407174	477.8374610326113	159.77412687718567	245.01444714413785	0	0	0	0	0	0	0	0	0	0	0
BHE90_012779	0	53.05000306469058	358.3780957744585	59.915297578944624	70.00412775546795	0	0	0	0	0	0	0	0	0	0	178.6947471652735
BHE90_012780	263.4207048729463	371.3500214528341	716.756191548917	319.54825375437133	70.00412775546795	0	0	0	0	0	0	0	0	0	0	0
BHE90_012782	87.80690162431544	127.3200073552574	119.45936525815283	0	87.50515969433494	0	0	0	0	0	0	0	0	0	0	0
BHE90_012783	117.07586883242058	42.44000245175246	0	79.88706343859283	210.01238326640387	0	0	563.6988798119086	0	0	0	0	0	0	0	178.6947471652735
BHE90_012784	409.7655409134721	244.0300140975767	418.1077784035349	39.943531719296416	35.002063877733974	0	0	563.6988798119086	0	0	0	0	0	0	0	0
BHE90_012785	175.6138032486309	169.76000980700985	388.2429370889967	79.88706343859283	157.5092874498029	848.8000490350489	0	0	0	0	0	0	0	0	0	0
BHE90_012786	175.6138032486309	275.86001593639105	268.78357183084387	79.88706343859283	87.50515969433494	0	0	0	0	0	0	0	0	0	0	0
BHE90_012787	1258.5655899485214	1676.3800968442224	1493.2420657269104	1058.5035905613552	665.0392136769456	848.8000490350489	0	563.6988798119086	0	0	0	565.8666993566993	0	0	0	536.0842414958205
BHE90_012788	0	21.22000122587623	89.59452394361462	99.85882929824105	35.002063877733974	848.8000490350489	0	0	0	0	0	0	0	0	0	0
BHE90_012789	0	21.22000122587623	0	0	70.00412775546795	0	0	0	0	0	0	0	0	0	0	0
BHE90_012791	673.1862457864185	488.0600281951534	1493.2420657269104	79.88706343859283	245.01444714413785	4668.400269692769	0	0	0	0	94.3111165594499	0	0	0	0	357.389494330547
BHE90_012792	0	63.6600036776287	119.45936525815283	0	35.002063877733974	0	0	0	0	0	0	0	0	0	0	89.34737358263675
BHE90_012793	175.6138032486309	127.3200073552574	59.729682629076414	119.83059515788925	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_012794	234.15173766484116	84.88000490350493	119.45936525815283	0	0	0	0	0	0	0	0	282.93334967834966	0	0	0	0
BHE90_012795	497.5724425377875	392.5700226787103	686.8913502343787	39.943531719296416	280.0165110218718	0	0	563.6988798119086	0	0	0	0	0	0	0	0
BHE90_012796	234.15173766484116	116.71000674231928	477.8374610326113	79.88706343859283	210.01238326640387	0	0	0	0	0	0	282.93334967834966	0	0	0	178.6947471652735
BHE90_012797	0	169.76000980700985	388.2429370889967	79.88706343859283	192.5113513275369	0	0	0	0	0	188.6222331188998	0	0	0	0	0
BHE90_012798	585.3793441621029	360.740020839896	895.9452394361463	99.85882929824105	210.01238326640387	424.40002451752446	0	0	0	0	188.6222331188998	282.93334967834966	0	0	0	178.6947471652735
BHE90_012799	5180.607195834611	5782.450334051274	5823.644056334951	2017.148351824469	2922.6723337907874	1697.6000980700978	0	563.6988798119086	0	0	377.2444662377996	848.8000490350489	0	0	0	1786.947471652735
BHE90_012800	58.53793441621029	63.6600036776287	59.729682629076414	0	0	0	0	563.6988798119086	0	0	0	141.46667483917483	0	0	0	89.34737358263675
BHE90_012801	234.15173766484116	190.9800110328861	836.2155568070698	39.943531719296416	262.51547908300483	0	0	0	0	0	0	0	0	0	0	0
BHE90_012802	0	0	119.45936525815283	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_012803	117.07586883242058	127.3200073552574	59.729682629076414	0	140.0082555109359	0	0	0	0	0	0	0	0	0	0	0
BHE90_012804	87.80690162431544	63.6600036776287	59.729682629076414	39.943531719296416	35.002063877733974	0	0	0	0	0	0	0	0	0	0	0
BHE90_012806	0	21.22000122587623	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_012810	58.53793441621029	42.44000245175246	59.729682629076414	39.943531719296416	105.00619163320194	0	0	563.6988798119086	0	0	0	0	0	0	0	0
BHE90_012811	175.6138032486309	127.3200073552574	119.45936525815283	199.7176585964821	245.01444714413785	0	0	0	0	0	0	0	0	0	0	0
BHE90_012816	0	0	119.45936525815283	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_012817	0	42.44000245175246	59.729682629076414	0	35.002063877733974	0	0	0	0	0	0	0	0	0	0	0
BHE90_012818	87.80690162431544	148.5400085811336	119.45936525815283	19.971765859648208	70.00412775546795	0	0	0	0	0	0	0	0	0	0	0
BHE90_012819	29.268967208105146	21.22000122587623	0	39.943531719296416	35.002063877733974	0	0	0	0	0	0	0	0	0	0	0
